Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|2.12|0.35|2.59|0|23|23|50|14|1304644.11|-7.11
1|0.01|0.54|2.58|0|50|73|50|38|1294540.99|-7.09
2|0.01|0.54|2.60|0|50|123|50|71|1279559.85|-14.44
3|0.01|0.51|2.58|0|50|173|50|95|1271019.43|-31.93
4|0.01|0.55|2.61|0|50|223|50|115|1259486.37|-57.73
5|0.01|0.56|2.63|0|50|273|50|138|1235830.17|-61.12
6|0.01|0.58|2.58|0|50|323|50|165|1214922.42|-61.68
7|0.01|0.58|2.55|0|50|373|50|180|1197451.89|-51.23
8|0.01|0.58|2.59|0|50|423|50|197|1182576.03|-52.75
9|0.01|0.59|2.60|0|50|473|50|213|1166521.85|-45.64
10|0.01|0.61|2.59|0|50|523|50|233|1149530.05|-60.43
11|0.01|0.62|2.58|0|50|573|50|256|1129031.14|-26.62
12|0.01|0.64|2.58|0|50|623|50|258|1115410.36|-31.24
13|0.01|0.68|2.60|0|50|673|50|287|1097649.36|-44.12
14|0.01|0.70|2.60|0|50|723|50|296|1080243.59|-30.01
15|0.01|0.79|2.62|0|50|773|50|307|1063883.58|-42.44
16|0.01|0.88|2.54|0|50|823|50|323|1041527.82|-36.19
17|0.01|0.99|2.58|0|50|873|50|336|1022022.65|-21.74
18|0.01|1.01|2.59|0|50|923|50|342|1006439.31|-25.82
19|0.01|1.26|2.73|0|50|973|50|365|994058.21|-32.61
20|0.01|1.33|2.69|0|50|1023|50|375|971326.68|-26.91
21|0.01|1.42|2.62|0|50|1073|50|395|935859.31|-25.97
22|0.01|1.45|2.59|0|50|1123|50|402|921424.39|-33.28
23|0.01|1.54|2.67|0|50|1173|50|418|901214.62|-23.22
24|0.01|1.54|2.65|0|50|1223|50|420|875708.54|-19.69
25|0.01|1.63|2.61|0|50|1273|50|451|849133.54|-25.23
26|0.01|1.81|2.60|0|50|1323|50|465|829370.79|-19.02
27|0.01|1.70|2.60|0|50|1373|50|458|808405.20|-23.51
28|0.01|1.81|2.59|0|50|1423|50|475|795639.57|-22.28
29|0.01|1.74|2.60|0|50|1473|50|516|778048.66|-14.19
30|0.01|2.20|2.58|0|50|1523|50|514|761000.76|-16.65
31|0.01|2.20|2.60|0|50|1573|50|506|747334.32|-11.47
32|0.01|1.95|2.61|0|50|1623|50|502|737356.21|-6.52
33|0.01|2.11|2.60|0|50|1673|50|530|725038.83|-17.20
34|0.01|2.19|2.60|0|50|1723|50|546|694302.58|-12.86
35|0.03|2.32|2.57|0|50|1773|50|551|671920.91|-16.68
36|0.01|2.39|2.60|0|50|1823|50|565|655855.92|-10.99
37|0.01|2.25|2.62|0|50|1873|50|547|631491.25|-7.68
38|0.01|2.48|2.68|0|50|1923|50|561|622522.88|-8.70
39|0.01|2.62|2.60|0|50|1973|50|565|607394.07|-11.80
40|0.01|2.59|2.63|0|50|2023|50|567|592242.82|-6.74
41|0.01|2.64|2.60|0|50|2073|50|576|586241.05|-9.28
42|0.01|2.57|2.61|0|50|2123|50|584|566760.86|-11.36
43|0.01|2.42|2.60|0|50|2173|50|598|556212.84|-16.93
44|0.01|2.41|2.60|0|50|2223|50|580|537160.29|-12.44
45|0.01|2.60|2.60|0|50|2273|50|597|520431.48|-6.28
46|0.01|2.85|2.62|0|50|2323|50|614|509567.80|-7.00
47|0.01|2.70|2.63|0|50|2373|50|623|496165.16|-9.97
48|0.01|2.75|2.60|0|50|2423|50|631|479380.35|-10.90
49|0.01|2.98|2.62|0|50|2473|50|634|457599.71|-11.62
50|0.01|2.81|2.70|0|50|2523|50|651|442239.05|-11.44
51|0.01|2.77|2.62|0|50|2573|50|652|436008.92|-16.22
52|0.01|2.95|2.61|0|50|2623|50|653|426286.30|-6.53
53|0.01|2.91|2.61|0|50|2673|50|688|404412.47|-7.81
54|0.01|2.73|2.61|0|50|2723|50|676|389016.53|-9.30
55|0.01|2.81|2.61|0|50|2773|50|684|377901.52|-7.05
56|0.01|3.15|2.64|0|50|2823|50|700|366780.01|-8.07
57|0.01|2.89|2.61|0|50|2873|50|700|358094.21|-5.24
58|0.04|3.01|2.60|0|50|2923|50|709|348297.42|-8.79
59|0.01|3.00|2.61|0|50|2973|50|727|342637.26|-5.63
60|0.01|2.91|2.61|0|50|3023|50|721|332405.27|-5.14
61|0.01|3.13|2.61|0|50|3073|50|742|325235.79|-5.60
62|0.01|3.11|2.69|0|50|3123|50|730|313332.77|-4.70
63|0.01|3.11|2.59|0|50|3173|50|744|306613.29|-4.96
64|0.01|3.09|2.60|0|50|3223|50|736|297826.78|-5.10
65|0.01|2.80|2.59|0|50|3273|50|758|286462.91|-4.54
66|0.01|3.16|2.59|0|50|3323|50|766|273451.18|-4.52
67|0.01|3.17|2.58|0|50|3373|50|778|268594.82|-3.61
68|0.01|3.18|2.60|0|50|3423|50|798|264561.85|-3.46
69|0.01|3.21|2.58|0|50|3473|50|795|258635.26|-2.71
70|0.01|3.16|2.59|0|50|3523|50|806|254272.91|-2.72
71|0.01|3.42|2.60|0|50|3573|50|819|247881.44|-2.47
72|0.01|3.40|2.58|0|50|3623|50|827|244297.88|-3.05
