Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|1.09|0.32|2.39|0|6|6|50|6|21914545.95|-10.74
1|0.00|0.48|2.38|0|50|56|50|34|21897305.22|-10.57
2|0.00|0.48|2.42|0|50|106|50|68|21852957.41|-31.29
3|0.00|0.49|2.39|0|50|156|50|89|21823341.00|-27.12
4|0.00|0.49|2.39|0|50|206|50|115|21794046.63|-44.13
5|0.00|0.49|2.39|0|50|256|50|138|21766136.21|-43.76
6|0.00|0.50|2.38|0|50|306|50|158|21736231.28|-33.88
7|0.00|0.51|2.40|0|50|356|50|177|21692012.73|-36.98
8|0.00|0.52|2.40|0|50|406|50|193|21644771.48|-34.20
9|0.00|0.52|2.40|0|50|456|50|222|21610171.88|-46.07
10|0.00|0.53|2.37|0|50|506|50|232|21577949.24|-50.46
11|0.00|0.54|2.38|0|50|556|50|240|21540749.11|-55.33
12|0.00|0.50|2.22|0|50|606|50|258|21509144.59|-26.76
13|0.01|0.54|2.38|0|50|656|50|272|21423362.19|-27.82
14|0.00|0.60|2.32|0|50|706|50|294|21371257.05|-23.96
15|0.00|0.66|2.23|0|50|756|50|311|21342126.93|-24.04
16|0.00|0.70|2.29|0|50|806|50|321|21270143.90|-25.63
17|0.00|0.70|2.27|0|50|856|50|333|21227958.33|-19.89
18|0.00|0.70|2.42|0|50|906|50|347|21195693.32|-19.71
19|0.00|0.82|2.36|0|50|956|50|356|21150942.68|-19.36
20|0.00|0.87|2.25|0|50|1006|50|383|21090232.22|-20.85
21|0.00|0.86|2.25|0|50|1056|50|392|21057772.70|-29.62
22|0.01|0.95|2.39|0|50|1106|50|392|21018272.86|-17.35
23|0.01|0.89|2.30|0|50|1156|50|424|20974899.49|-20.09
24|0.00|0.92|2.29|0|50|1206|50|432|20932944.91|-16.35
25|0.00|0.89|2.42|0|50|1256|50|432|20901345.85|-21.05
26|0.00|0.91|2.27|0|50|1306|50|437|20866423.76|-15.81
27|0.02|0.90|2.28|0|50|1356|50|444|20827538.54|-18.53
28|0.01|0.98|2.40|0|50|1406|50|454|20768600.40|-18.81
29|0.01|0.99|2.27|0|50|1456|50|473|20725934.17|-23.56
30|0.00|0.95|2.32|0|50|1506|50|470|20694807.89|-20.73
31|0.00|1.06|2.33|0|50|1556|50|485|20665425.57|-14.95
32|0.00|1.06|2.38|0|50|1606|50|478|20559078.20|-18.35
33|0.01|1.04|2.31|0|50|1656|50|495|20518330.96|-20.51
34|0.00|1.03|2.20|0|50|1706|50|509|20450569.58|-12.97
35|0.01|1.09|2.39|0|50|1756|50|513|20375781.94|-19.95
36|0.00|1.09|2.29|0|50|1806|50|528|20315602.28|-15.46
37|0.01|1.03|2.21|0|50|1856|50|533|20290508.13|-13.05
38|0.01|1.08|2.42|0|50|1906|50|525|20199476.95|-20.74
39|0.01|1.11|2.30|0|50|1956|50|532|20133109.94|-15.96
40|0.01|1.09|2.23|0|50|2006|50|534|20086934.46|-8.89
41|0.00|1.11|2.40|0|50|2056|50|540|20035459.98|-11.52
42|0.00|1.05|2.25|0|50|2106|50|537|19943164.85|-11.96
43|0.00|1.10|2.40|0|50|2156|50|549|19885279.96|-24.69
44|0.01|1.13|2.31|0|50|2206|50|548|19833245.11|-15.91
45|0.01|1.12|2.25|0|50|2256|50|573|19792562.12|-11.38
46|0.00|1.18|2.37|0|50|2306|50|567|19706401.84|-20.71
47|0.00|1.16|2.29|0|50|2356|50|585|19659024.33|-11.88
48|0.01|1.10|2.29|0|50|2406|50|588|19539914.57|-14.76
49|0.00|1.19|2.41|0|50|2456|50|602|19304259.61|-13.36
50|0.01|1.16|2.26|0|50|2506|50|603|19195943.64|-14.46
51|0.00|1.23|1.18|0|50|2556|25|623|19046559.85|-5.83
52|0.00|1.19|2.40|0|25|2581|50|529|18800426.19|-5.72
53|0.01|1.22|2.29|0|50|2631|50|531|18795311.79|-2.78
54|0.00|1.17|2.13|0|50|2681|46|532|18786291.16|-3.92
55|0.00|1.27|2.35|0|46|2727|50|531|18778991.75|-5.99
56|0.01|1.33|2.30|0|50|2777|50|533|18778313.56|-4.69
57|0.01|1.21|2.06|0|50|2827|42|532|18776066.00|-2.36
58|0.00|1.40|2.43|0|42|2869|50|540|18770064.43|-4.52
59|0.01|1.31|2.33|0|50|2919|50|536|18769525.52|-2.75
60|0.01|1.29|2.29|0|50|2969|50|533|18766887.69|-2.91
61|0.01|1.20|2.00|0|50|3019|43|544|18762864.49|-1.82
62|0.00|1.29|2.30|0|43|3062|50|541|18759397.68|-3.24
63|0.01|1.26|1.85|0|50|3112|40|546|18758612.42|-1.84
64|0.00|1.27|1.99|0|40|3152|42|540|18755596.84|-1.97
65|0.00|1.41|2.27|0|42|3194|50|553|18753639.07|-3.69
66|0.00|1.28|1.86|0|50|3244|40|548|18753236.78|-2.45
67|0.00|1.37|2.27|0|40|3284|50|554|18750613.26|-2.94
68|0.01|1.23|1.80|0|50|3334|38|552|18750115.96|-1.81
69|0.00|1.24|1.85|0|38|3372|40|549|18747842.38|-1.63
70|0.00|1.37|2.23|0|40|3412|50|541|18746520.16|-3.12
71|0.01|1.28|2.29|0|50|3462|49|551|18746473.05|-2.04
72|0.01|1.23|1.74|0|49|3511|37|561|18745616.88|-1.73
73|0.00|1.44|2.21|0|37|3548|50|558|18743194.11|-2.35
74|0.01|1.26|2.04|0|50|3598|44|567|18743039.13|-1.79
75|0.00|1.28|1.87|0|44|3642|40|570|18741576.34|-1.52
76|0.00|1.31|2.21|0|40|3682|48|579|18739505.67|-1.77
77|0.00|1.30|1.83|0|48|3730|37|581|18738823.94|-1.61
78|0.00|1.33|1.68|0|37|3767|35|587|18737314.23|-1.40
79|0.01|1.31|1.51|0|35|3802|33|576|18735895.63|-1.56
80|0.00|1.27|1.65|0|33|3835|36|574|18734310.32|-1.42
81|0.00|1.38|2.22|0|36|3871|50|575|18730567.61|-2.38
82|0.01|1.30|1.82|0|50|3921|39|580|18730034.96|-1.30
83|0.01|1.39|2.28|0|39|3960|50|579|18727750.13|-2.46
84|0.01|1.49|2.25|0|50|4010|50|582|18727415.01|-2.72
85|0.01|1.30|1.88|0|50|4060|41|586|18726842.32|-2.43
86|0.00|1.29|2.02|0|41|4101|44|585|18725499.19|-2.07
87|0.00|1.30|1.97|0|44|4145|43|580|18724657.53|-2.19
88|0.00|1.31|1.74|0|43|4188|37|592|18723811.34|-1.12
89|0.00|1.39|2.22|0|37|4225|48|588|18722375.53|-2.33
90|0.01|1.29|1.69|0|48|4273|37|593|18721988.46|-1.60
91|0.00|1.34|1.89|0|37|4310|40|598|18720150.46|-1.18
