Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|1.25|0.32|2.39|0|9|9|50|6|1195491.03|-0.62
1|0.00|0.48|2.42|0|50|59|50|38|1194845.90|-0.38
2|0.01|0.48|2.43|0|50|109|50|67|1194275.42|-0.49
3|0.00|0.49|2.43|0|50|159|50|95|1192885.50|-0.85
4|0.00|0.49|2.42|0|50|209|50|118|1191666.57|-1.11
5|0.01|0.49|2.41|0|50|259|50|136|1190399.59|-1.16
6|0.01|0.49|2.41|0|50|309|50|149|1189340.52|-0.66
7|0.00|0.50|2.41|0|50|359|50|178|1188274.93|-0.83
8|0.00|0.50|2.41|0|50|409|50|196|1186778.98|-0.69
9|0.00|0.51|2.39|0|50|459|50|217|1185776.97|-0.52
10|0.00|0.51|2.42|0|50|509|50|233|1184373.46|-1.04
11|0.01|0.52|2.40|0|50|559|50|253|1183125.29|-0.61
12|0.01|0.53|2.41|0|50|609|50|272|1181738.26|-0.58
13|0.00|0.54|2.42|0|50|659|50|279|1180901.65|-0.54
14|0.01|0.55|2.40|0|50|709|50|295|1179957.66|-0.55
15|0.00|0.57|2.37|0|50|759|48|301|1179072.96|-0.48
16|0.00|0.57|2.35|0|48|807|48|321|1177410.93|-0.42
17|0.00|0.58|2.40|0|48|855|50|331|1175104.30|-0.63
18|0.00|0.61|2.27|0|50|905|46|332|1174044.70|-0.47
19|0.00|0.62|2.28|0|46|951|46|347|1172922.79|-0.34
20|0.01|0.60|2.36|0|46|997|48|367|1171054.01|-0.52
21|0.00|0.59|2.25|0|48|1045|45|362|1169942.06|-0.60
22|0.00|0.63|2.02|0|45|1090|41|395|1169080.33|-0.85
23|0.00|0.63|1.99|0|41|1131|40|396|1168185.16|-0.56
24|0.00|0.66|2.15|0|40|1171|42|392|1166372.80|-0.52
25|0.00|0.66|2.12|0|42|1213|41|415|1165477.97|-0.46
26|0.00|0.67|1.94|0|41|1254|39|421|1164096.90|-0.39
27|0.00|0.64|1.95|0|39|1293|39|417|1162835.21|-0.48
28|0.00|0.65|0.85|0|39|1332|17|427|1162151.10|-0.40
29|0.00|0.57|0.38|0|17|1349|6|290|1111790.10|-0.28
30|0.00|0.56|0.28|0|6|1355|4|290|1111790.09|-0.12
31|0.00|0.58|0.23|0|4|1359|3|290|1111788.37|-0.11
32|0.00|0.57|0.13|0|3|1362|1|292|1111782.47|-0.12
33|0.00|0.55|0.13|0|1|1363|1|292|1111782.47|-0.12
34|0.01|0.57|0.09|0|1|1364|0|293|1111781.33|-0.10
