Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|1.62|0.32|2.39|0|16|16|50|13|1343408.08|-7.05
1|0.00|0.47|2.41|0|50|66|50|41|1330307.51|-7.05
2|0.00|0.47|2.40|0|50|116|50|73|1307534.26|-13.92
3|0.00|0.47|2.38|0|50|166|50|99|1280386.53|-40.10
4|0.00|0.49|2.37|0|50|216|50|120|1260016.04|-50.82
5|0.00|0.52|2.41|0|50|266|50|136|1238650.65|-35.11
6|0.00|0.51|2.43|0|50|316|50|155|1218905.33|-65.81
7|0.00|0.51|2.39|0|50|366|50|176|1198384.49|-53.01
8|0.00|0.51|2.41|0|50|416|50|201|1180052.64|-50.72
9|0.00|0.54|2.38|0|50|466|50|215|1152139.07|-34.80
10|0.01|0.54|2.42|0|50|516|50|226|1125921.69|-50.25
11|0.00|0.56|2.40|0|50|566|50|246|1094214.80|-69.04
12|0.00|0.60|2.40|0|50|616|50|259|1061447.31|-65.24
13|0.00|0.61|2.42|0|50|666|50|269|1033118.49|-23.93
14|0.00|0.64|2.41|0|50|716|50|292|1000943.04|-34.34
15|0.00|0.69|2.43|0|50|766|50|297|983001.27|-45.12
16|0.01|0.82|2.40|0|50|816|50|318|963620.65|-50.57
17|0.00|0.85|2.39|0|50|866|50|325|936196.89|-48.41
18|0.00|0.92|2.41|0|50|916|50|342|912737.41|-35.13
19|0.00|0.90|2.41|0|50|966|50|352|876688.38|-31.50
20|0.01|1.14|2.41|0|50|1016|50|359|843770.43|-55.68
21|0.00|1.19|2.42|0|50|1066|50|376|813309.69|-45.59
22|0.00|1.38|2.38|0|50|1116|50|381|794979.03|-16.12
23|0.01|1.40|2.42|0|50|1166|50|398|767300.89|-27.21
24|0.00|1.41|2.41|0|50|1216|50|410|749585.82|-13.55
25|0.00|1.51|2.48|0|50|1266|50|424|738588.56|-15.50
26|0.01|1.67|2.47|0|50|1316|50|448|705617.06|-13.79
27|0.02|1.70|2.45|0|50|1366|50|452|677980.06|-11.63
28|0.00|1.57|2.43|0|50|1416|50|465|655850.99|-9.60
29|0.01|1.57|2.42|0|50|1466|50|476|636046.23|-13.76
30|0.01|1.72|2.42|0|50|1516|50|469|618546.56|-11.41
31|0.01|2.03|2.42|0|50|1566|50|489|598795.85|-10.53
32|0.01|2.01|2.51|0|50|1616|50|510|568087.51|-10.62
33|0.01|2.36|2.51|0|50|1666|50|513|552767.04|-15.32
34|0.01|2.11|2.41|0|50|1716|50|515|521256.03|-15.02
35|0.01|2.14|2.40|0|50|1766|50|536|503288.46|-10.47
36|0.01|2.18|2.42|0|50|1816|50|548|475232.32|-9.63
37|0.01|2.10|2.41|0|50|1866|50|546|451359.79|-19.54
38|0.01|2.25|2.63|0|50|1916|50|552|434827.94|-6.43
39|0.01|2.38|2.41|0|50|1966|50|559|393959.38|-13.28
