Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|7.30|0.33|2.36|0|136|136|50|58|-350532.13|-14.43
1|0.01|0.49|2.36|0|50|186|50|83|-359919.82|-9.56
2|0.01|0.50|2.36|0|50|236|50|113|-372651.65|-37.18
3|0.01|0.52|2.35|0|50|286|50|134|-388095.12|-32.75
4|0.01|0.50|2.38|0|50|336|50|158|-413482.24|-31.07
5|0.01|0.54|2.40|0|50|386|50|178|-445059.49|-21.55
6|0.01|0.54|2.36|0|50|436|50|197|-475614.63|-40.03
7|0.01|0.55|2.37|0|50|486|50|216|-502484.80|-20.64
8|0.01|0.57|2.37|0|50|536|50|228|-528303.94|-30.66
9|0.01|0.59|2.35|0|50|586|50|245|-564459.27|-30.45
10|0.01|0.61|2.37|0|50|636|50|263|-600706.96|-20.70
11|0.01|0.65|2.35|0|50|686|50|295|-626838.30|-21.60
12|0.01|0.65|2.35|0|50|736|50|316|-655066.64|-16.54
13|0.01|0.75|2.36|0|50|786|50|323|-681113.82|-19.27
14|0.01|0.77|2.40|0|50|836|50|333|-726995.73|-35.33
15|0.01|0.97|2.48|0|50|886|50|359|-759222.43|-26.76
16|0.01|1.42|2.37|0|50|936|50|386|-803852.36|-7.31
17|0.01|1.39|2.36|0|50|986|50|386|-839169.14|-7.51
18|0.01|1.52|2.37|0|50|1036|50|399|-874166.59|-7.56
19|0.01|1.56|2.42|0|50|1086|50|413|-891621.59|-8.52
20|0.01|1.61|2.39|0|50|1136|50|419|-919548.08|-10.13
21|0.01|1.68|2.36|0|50|1186|50|445|-950401.87|-9.79
22|0.01|1.75|2.35|0|50|1236|50|463|-980745.60|-10.47
23|0.01|1.67|2.36|0|50|1286|50|480|-997325.69|-13.03
24|0.01|1.66|2.37|0|50|1336|50|493|-1017495.14|-14.59
25|0.01|1.96|2.36|0|50|1386|50|497|-1036852.64|-7.30
26|0.01|2.10|2.36|0|50|1436|50|496|-1061045.00|-7.42
27|0.01|2.04|2.35|0|50|1486|50|500|-1089481.57|-7.77
28|0.01|2.16|2.35|0|50|1536|50|525|-1116151.17|-7.14
29|0.01|2.16|2.35|0|50|1586|50|543|-1143137.87|-11.94
30|0.01|2.08|2.34|0|50|1636|50|561|-1177837.42|-8.34
31|0.01|2.11|2.34|0|50|1686|50|574|-1190531.16|-7.11
32|0.01|2.21|2.35|0|50|1736|50|578|-1207542.28|-7.18
33|0.01|2.43|2.35|0|50|1786|50|589|-1228043.14|-14.03
34|0.01|2.32|2.35|0|50|1836|50|601|-1249661.00|-11.20
35|0.01|2.34|2.35|0|50|1886|50|612|-1266230.70|-6.91
36|0.01|2.24|2.39|0|50|1936|50|620|-1290236.64|-10.08
37|0.01|2.39|2.33|0|50|1986|50|629|-1312366.76|-13.37
38|0.01|2.38|2.36|0|50|2036|50|644|-1328530.88|-8.45
39|0.01|2.66|2.34|0|50|2086|50|645|-1364190.04|-14.37
40|0.01|2.66|2.35|0|50|2136|50|667|-1382111.93|-7.74
41|0.01|2.57|2.35|0|50|2186|50|665|-1393884.83|-7.28
42|0.01|2.69|2.34|0|50|2236|50|688|-1414450.93|-10.77
43|0.01|2.60|2.34|0|50|2286|50|690|-1429615.60|-6.55
44|0.01|2.65|2.35|0|50|2336|50|694|-1450103.19|-10.40
45|0.01|2.73|2.36|0|50|2386|50|693|-1460900.38|-10.57
46|0.01|2.83|2.34|0|50|2436|50|701|-1480625.98|-14.23
47|0.01|2.71|2.33|0|50|2486|50|700|-1495354.26|-8.13
48|0.01|2.89|2.33|0|50|2536|50|731|-1508408.53|-12.08
49|0.01|2.86|2.34|0|50|2586|50|712|-1522264.89|-6.21
50|0.01|2.80|2.33|0|50|2636|50|720|-1540940.08|-6.41
51|0.01|2.87|2.36|0|50|2686|50|730|-1555286.15|-6.98
52|0.01|2.87|2.33|0|50|2736|50|749|-1575122.52|-7.07
53|0.01|2.76|2.33|0|50|2786|50|754|-1592713.34|-6.20
54|0.01|2.75|2.32|0|50|2836|50|746|-1606093.87|-6.33
55|0.01|3.00|2.33|0|50|2886|50|766|-1626998.07|-6.67
56|0.01|2.99|2.30|0|50|2936|50|780|-1643888.88|-8.08
57|0.01|3.09|2.32|0|50|2986|50|769|-1655517.68|-6.74
58|0.01|2.95|2.39|0|50|3036|50|771|-1670512.78|-8.80
59|0.01|2.89|2.34|0|50|3086|50|781|-1687643.29|-6.77
60|0.01|3.01|2.32|0|50|3136|50|796|-1709505.77|-5.95
61|0.01|2.92|2.33|0|50|3186|50|804|-1723221.17|-5.71
62|0.01|3.00|2.32|0|50|3236|50|824|-1735521.01|-5.56
63|0.01|2.93|2.38|0|50|3286|50|829|-1747460.29|-5.74
64|0.01|3.00|2.32|0|50|3336|50|835|-1758468.53|-6.03
65|0.01|2.96|2.35|0|50|3386|50|818|-1774075.44|-5.81
66|0.01|3.07|2.28|0|50|3436|50|845|-1790049.10|-5.76
67|0.01|3.03|2.31|0|50|3486|50|839|-1802893.65|-5.60
68|0.01|3.24|2.36|0|50|3536|50|833|-1810930.16|-5.35
69|0.01|3.03|2.30|0|50|3586|50|861|-1818601.91|-5.49
