Iter|Gen RMP time|Sol RMP time|Sol SP time|Col- |Col+ |RMP col|SP path|Flow > 0|Obj|RC
0|2.33|0.32|2.42|0|31|31|50|24|1241906.93|-1.33
1|0.00|0.48|2.41|0|50|81|50|46|1241086.86|-1.33
2|0.00|0.47|2.42|0|50|131|50|74|1240105.72|-3.36
3|0.00|0.48|2.41|0|50|181|50|100|1236303.03|-3.18
4|0.00|0.50|2.47|0|50|231|50|121|1234423.52|-5.45
5|0.01|0.49|2.38|0|50|281|50|142|1230733.05|-7.03
6|0.00|0.50|2.40|0|50|331|50|167|1225781.54|-7.47
7|0.00|0.50|2.41|0|50|381|50|183|1222513.39|-9.01
8|0.00|0.51|2.40|0|50|431|50|203|1219809.22|-7.66
9|0.00|0.53|2.41|0|50|481|50|214|1213536.56|-7.86
10|0.00|0.53|2.39|0|50|531|50|227|1207772.43|-7.99
11|0.00|0.55|2.44|0|50|581|50|245|1204766.94|-7.48
12|0.00|0.57|2.40|0|50|631|50|265|1201115.20|-7.71
13|0.00|0.61|2.40|0|50|681|50|286|1195219.72|-6.06
14|0.01|0.62|2.45|0|50|731|50|293|1191170.91|-6.63
15|0.01|0.68|2.40|0|50|781|50|301|1187780.23|-4.93
16|0.00|0.71|2.43|0|50|831|50|317|1184298.32|-3.94
17|0.00|0.84|2.41|0|50|881|50|338|1181854.72|-4.76
18|0.00|0.99|2.41|0|50|931|50|349|1177776.35|-3.50
19|0.00|0.98|2.41|0|50|981|50|370|1172628.89|-5.82
20|0.00|1.21|2.45|0|50|1031|50|376|1169675.35|-3.79
21|0.01|1.19|2.44|0|50|1081|50|389|1165024.86|-1.91
22|0.00|1.25|2.40|0|50|1131|50|408|1160462.61|-3.86
23|0.00|1.28|2.41|0|50|1181|50|419|1156977.81|-2.14
24|0.01|1.32|2.42|0|50|1231|50|430|1154454.87|-3.73
25|0.00|1.29|2.42|0|50|1281|50|450|1151772.87|-1.65
26|0.01|1.44|2.42|0|50|1331|50|445|1148829.67|-2.58
27|0.01|1.37|2.43|0|50|1381|50|464|1146519.31|-2.62
28|0.01|1.43|2.41|0|50|1431|50|497|1142199.16|-2.38
29|0.01|1.53|2.43|0|50|1481|50|492|1139374.36|-2.49
30|0.01|1.55|2.43|0|50|1531|50|500|1134661.01|-1.99
31|0.01|1.57|2.41|0|50|1581|50|512|1133268.62|-2.77
32|0.01|1.50|2.42|0|50|1631|50|527|1130264.61|-3.66
33|0.01|1.55|2.41|0|50|1681|50|542|1128217.60|-1.14
34|0.01|1.63|2.43|0|50|1731|50|556|1124697.40|-1.86
35|0.01|1.60|2.43|0|50|1781|50|554|1118006.92|-2.25
36|0.01|1.60|2.42|0|50|1831|50|560|1114163.56|-1.80
37|0.01|1.63|2.43|0|50|1881|50|564|1111224.15|-1.77
38|0.01|1.66|2.42|0|50|1931|50|574|1108045.64|-1.51
39|0.01|1.64|2.42|0|50|1981|50|580|1104272.97|-1.96
40|0.01|1.66|2.42|0|50|2031|50|572|1101564.20|-1.19
